Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi,SSD,HDD
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.99,92121.12,0,1,157.3505121487356,512,0
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,2.2,26586.72,0,0,141.21199808219862,128,0
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.9,59513.2272,0,0,141.21199808219862,256,0
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72,0,1,157.3505121487356,256,1000
HP,Notebook,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows 10,2.65,28992.312,0,0,106.11306214269258,0,1000
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,0,0,141.21199808219862,0,1000
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Linux,2.0,11934.72,0,0,100.45466986113651,0,500
Mediacom,Notebook,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows 10,1.35,13586.4,0,1,157.3505121487356,0,0
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,6.0,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,0,0,106.11306214269258,128,1000
HP,Notebook,AMD A10-Series A10-9620P 2.5GHz,6.0,AMD Radeon 530,Windows 10,1.91,30310.992,0,1,157.3505121487356,128,0
Dell,Notebook,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M420,Windows 10,2.18,32921.712,0,0,100.45466986113651,0,1000
Acer,2 in 1 Convertible,Intel Celeron Dual Core N3350 2.0GHz,4.0,Intel HD Graphics 500,Windows 10,1.25,18594.72,1,1,165.6321180513006,0,0
Lenovo,Notebook,Intel Core i3 7130U 2.7GHz,4.0,Intel HD Graphics 620,Windows 10,2.05,33566.4,0,0,141.21199808219862,128,0
HP,Ultrabook,Intel Core M 6Y75 1.2GHz,16.0,Intel HD Graphics 515,Windows 10,1.16,104695.2,1,1,276.053530085501,512,0
Lenovo,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M620M,Windows 10,3.4,159786.72,0,1,157.3505121487356,256,0
Asus,Notebook,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92,0,0,141.21199808219862,128,1000
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.21,85194.72,1,1,352.4651472131677,128,0
Dell,Notebook,Intel Core i5 7300U 2.6GHz,4.0,Intel HD Graphics 620,Windows 10,1.93,51095.52,0,0,100.45466986113651,0,500
Lenovo,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Windows 10,2.2,18328.32,0,0,141.21199808219862,0,500
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows 10,2.02,52747.2,0,0,100.45466986113651,0,500
HP,Workstation,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,3.14,99153.5472,0,0,106.11306214269258,0,500
HP,Notebook,Intel Pentium Quad Core N3710 1.6GHz,8.0,Intel HD Graphics 405,Windows 10,1.94,20725.92,0,0,100.45466986113651,0,2000
HP,Notebook,AMD A9-Series A9-9420 3GHz,6.0,AMD Radeon 530,Windows 10,1.95,34578.72,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.3,44222.4,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel HD Graphics 620,Windows 10,2.05,36496.8,0,0,141.21199808219862,0,500
Mediacom,Notebook,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows 10,1.4,13266.72,0,0,141.21199808219862,32,0
Toshiba,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.24,99367.2,1,0,165.6321180513006,512,0
Lenovo,Gaming,Intel Core i7 6820HK 2.7GHz,32.0,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.64,0,1,157.3505121487356,256,1000
MSI,Gaming,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12,0,0,141.21199808219862,512,1000
Dell,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R5 M430,Linux,2.2,39907.2528,0,0,141.21199808219862,256,0
Mediacom,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.45,20725.92,0,1,157.3505121487356,32,0
Dell,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,1.9,53733.9456,0,0,100.45466986113651,0,500
HP,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,1.49,38308.32,0,0,141.21199808219862,128,0
Dell,Notebook,Intel Core i7 7600U 2.8GHz,16.0,Nvidia GeForce 930MX,Windows 10,1.93,81912.1392,0,0,141.21199808219862,256,0
Dell,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,1.26,15717.6,0,0,100.45466986113651,0,0
MSI,Gaming,Intel Core i7 6820HK 2.7GHz,16.0,Nvidia GeForce GTX 980M,Windows 10,4.5,125154.72,0,0,141.21199808219862,128,1000
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44,0,1,157.3505121487356,256,1000
Lenovo,Ultrabook,Intel Core i7 6600U 2.6GHz,12.0,Intel HD Graphics 520,Windows 10,8.4,89137.44,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,12.0,Intel HD Graphics 620,Windows 10,2.2,32447.52,1,0,100.45466986113651,0,1000
Asus,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6,0,1,157.3505121487356,128,1000
Asus,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 520,Windows 10,2.2,39373.92,1,0,100.45466986113651,0,1000
Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,12.0,AMD Radeon 530,Windows 10,2.2,50562.72,0,0,141.21199808219862,512,0
Dell,2 in 1 Convertible,Intel Core M 7Y30 1.0GHz,4.0,Intel HD Graphics 615,Windows 10,1.39,32127.84,1,0,100.45466986113651,128,0
Samsung,Notebook,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.5,90522.72,0,0,141.21199808219862,128,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,2.8,28185.12,0,0,141.21199808219862,0,500
Lenovo,Notebook,Intel Core i3 6100U 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,2.29,24455.52,0,0,100.45466986113651,0,1000
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.37,107892.0,1,1,165.6321180513006,512,0
Lenovo,Notebook,Intel Core i5 7300HQ 2.5GHz,8.0,Intel HD Graphics 630,Windows 10,1.7,78534.72,0,1,157.3505121487356,256,0
Dell,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.34,88977.6,1,0,165.6321180513006,256,0
Dell,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M620,Windows 10,2.06,93932.64,1,0,165.6321180513006,256,0
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.84,64948.32,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,2.1,35616.6144,0,0,100.45466986113651,0,500
Acer,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.6,17529.12,0,0,141.21199808219862,0,0
MSI,Gaming,Intel Core i7 6820HK 2.7GHz,16.0,Nvidia GeForce GTX 970M,Windows 10,4.14,117162.72,0,0,141.21199808219862,128,1000
Dell,Notebook,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M420,Linux,2.18,24775.2,0,0,100.45466986113651,0,1000
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,1.8,122490.72,0,0,282.42399616439724,256,2000
Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows 10,2.2,74538.72,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows 10,2.4,30049.92,0,0,141.21199808219862,0,1000
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,8.0,Intel HD Graphics 630,Windows 10,2.0,69210.72,1,1,165.6321180513006,256,0
Acer,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows 10,1.6,18594.72,0,0,100.45466986113651,0,0
Lenovo,Notebook,Intel Xeon E3-1535M v6 3.1GHz,32.0,Nvidia Quadro M2200M,Windows 10,2.5,261018.72,0,1,282.42399616439724,1000,0
Dell,Gaming,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,46833.6528,0,0,141.21199808219862,0,1000
Dell,Notebook,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Linux,2.18,23650.992,0,0,100.45466986113651,0,1000
Dell,Notebook,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Linux,2.25,19127.52,0,0,100.45466986113651,0,1000
Dell,Notebook,Intel Core i5 7300U 2.6GHz,4.0,Intel HD Graphics 620,Linux,1.93,46300.32,0,0,100.45466986113651,0,500
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,3.0,62231.04,0,0,141.21199808219862,128,1000
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.84,74005.92,0,0,141.21199808219862,512,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808,0,0,141.21199808219862,256,1000
Acer,2 in 1 Convertible,Intel Celeron Quad Core N3160 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,1.25,20193.12,1,1,135.0942111925629,0,0
HP,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,2.31,59886.72,0,0,100.45466986113651,256,0
Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows 7,1.65,78055.2,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i5 8250U 1.6GHz,4.0,AMD Radeon 530,Windows 10,2.2,41345.28,0,0,141.21199808219862,0,1000
Fujitsu,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.2,42570.72,0,0,100.45466986113651,256,0
HP,Notebook,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows 7,1.88,49656.96,0,0,100.45466986113651,0,500
Mediacom,Notebook,Intel Atom x5-Z8350 1.44GHz,2.0,Intel HD Graphics,Windows 10,1.4,12733.92,0,0,141.21199808219862,0,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,No OS,2.2,24935.04,0,0,141.21199808219862,128,0
Asus,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows 10,1.5,34046.4528,1,0,165.6321180513006,0,1000
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,11.1,101232.0,0,0,141.21199808219862,512,0
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,78801.12,0,0,141.21199808219862,256,1000
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows 10,1.8,44169.12,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce 920MX ,Windows 10,2.2,30849.12,0,0,141.21199808219862,0,1000
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,8.0,Intel HD Graphics 500,Windows 10,2.0,21258.72,0,0,100.45466986113651,0,1000
Asus,Notebook,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,1.99,48304.7136,0,0,141.21199808219862,0,1000
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.23,99580.32,1,0,276.053530085501,256,0
Lenovo,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2.0,Intel HD Graphics 400,Windows 10,1.42,13266.72,0,0,100.45466986113651,0,0
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.37,93635.3376,1,1,165.6321180513006,256,0
Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.06,127818.72,1,0,282.42399616439724,1000,0
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050M,Windows 10,2.5,59087.52,0,1,157.3505121487356,128,1000
HP,Notebook,AMD A9-Series 9420 3GHz,8.0,AMD Radeon R5,Windows 10,2.6,27753.552,0,0,106.11306214269258,0,1000
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.14,130536.0,0,1,157.3505121487356,512,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,No OS,2.5,62284.32,0,1,157.3505121487356,0,1000
Acer,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,2.4,23976.0,0,0,100.45466986113651,0,500
Lenovo,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics,Windows 10,1.43,14598.72,0,0,100.45466986113651,0,0
Acer,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Intel Graphics 620,Windows 10,1.8,48964.32,0,1,157.3505121487356,256,0
Razer,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,1.95,138474.72,0,0,141.21199808219862,256,0
Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,1.2,64628.64,0,0,141.21199808219862,256,0
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.36,84395.52,0,1,157.3505121487356,256,0
Asus,Gaming,Intel Core i7 6820HK 2.7GHz,32.0,Nvidia GeForce GTX 1080,Windows 10,3.8,149130.72,0,1,157.3505121487356,512,0
Acer,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Linux,2.4,37775.52,0,0,141.21199808219862,0,1000
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.2,77250.672,0,0,141.21199808219862,256,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,63499.104,0,0,141.21199808219862,128,1000
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,1.86,19441.872,0,0,100.45466986113651,0,500
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,56689.92,0,1,157.3505121487356,0,500
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,6.2,48964.32,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,16.0,AMD Radeon 530,Windows 10,2.2,60472.8,0,0,141.21199808219862,256,2000
Lenovo,Gaming,Intel Core i7 6700HQ 2.6GHz,8.0,Nvidia GeForce GTX 960,Windows 10,3.31,63722.88,0,1,157.3505121487356,128,1000
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736,0,1,282.42399616439724,512,1000
Dell,Notebook,Intel Core i5 6300U 2.4GHz,8.0,Intel HD Graphics 520,Windows 10,1.56,65481.12,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,2.2,22324.32,0,0,100.45466986113651,0,500
Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows 10,2.2,28504.8,0,0,141.21199808219862,0,500
HP,Notebook,Intel Core i3 6006U 2GHz,6.0,AMD Radeon R5 M430,Windows 10,2.04,28717.92,0,0,141.21199808219862,0,1000
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056,0,0,141.21199808219862,128,1000
Toshiba,Notebook,Intel Core i3 6100U 2.1GHz,4.0,Intel HD Graphics 520,Windows 10,2.1,26533.44,0,0,100.45466986113651,128,0
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon 530,Windows 10,2.1,39693.6,0,0,141.21199808219862,0,1000
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,67026.24,0,1,157.3505121487356,256,0
Acer,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Linux,2.1,21951.36,0,0,100.45466986113651,128,0
Microsoft,Ultrabook,Intel Core i7 7600U 2.8GHz,8.0,Intel Iris Plus Graphics 640,Windows 10 S,1.252,99519.048,1,0,200.84255993695703,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R5 M430,Windows 10,1.9,43580.376,0,0,141.21199808219862,128,1000
Lenovo,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.3,55091.52,1,1,165.6321180513006,256,0
Lenovo,Notebook,AMD E-Series E2-9000 2.2GHz,4.0,AMD Radeon R2 Graphics,Windows 10,2.2,18594.72,0,0,100.45466986113651,128,0
HP,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4.0,Nvidia GeForce 940MX,Windows 10,1.63,37242.72,1,1,165.6321180513006,128,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.32,0,0,141.21199808219862,256,1000
Asus,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.1,60472.8,0,0,141.21199808219862,256,0
HP,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,8.0,Intel HD Graphics 500,Chrome OS,1.4,26373.6,1,0,100.45466986113651,0,0
LG,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,Intel HD Graphics 620,Windows 10,1.09,122490.72,0,1,157.3505121487356,512,0
Acer,Gaming,Intel Core i5 7300HQ 2.5GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,69210.72,0,0,141.21199808219862,256,0
MSI,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.86,22324.32,0,0,100.45466986113651,128,0
Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28,0,0,141.21199808219862,128,1000
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 520,Windows 10,2.5,37242.72,0,1,157.3505121487356,256,0
Lenovo,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.19,79866.72,1,1,165.6321180513006,512,0
Dell,Gaming,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,3.49,149916.6,0,0,141.21199808219862,256,1000
HP,Notebook,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon 520,Windows 10,1.86,32639.8608,0,0,100.45466986113651,0,500
Dell,Notebook,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M430,Windows 10,2.2,29073.2976,0,0,100.45466986113651,0,1000
HP,Notebook,AMD A10-Series 9600P 2.4GHz,6.0,AMD Radeon R7 M440,Windows 10,2.65,30316.32,0,1,157.3505121487356,0,2000
Lenovo,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Windows 10,2.1,16943.04,0,0,100.45466986113651,0,500
Acer,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Chrome OS,1.45,19980.0,0,0,100.45466986113651,0,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows 10,1.7,37242.72,0,0,141.21199808219862,256,0
HP,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,3.14,101657.7072,0,0,141.21199808219862,0,500
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.42,137995.2,1,0,209.8006828649808,256,0
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.5,51841.44,0,1,157.3505121487356,256,0
Acer,Netbook,Intel Celeron Dual Core N3050 1.6GHz,4.0,Intel HD Graphics,Windows 10,1.4,14332.32,0,0,100.45466986113651,0,0
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.38,93186.72,1,0,165.6321180513006,512,0
Asus,2 in 1 Convertible,Intel Core M M3-6Y30 0.9GHz,4.0,Intel HD Graphics 515,Chrome OS,1.2,35644.32,1,0,165.6321180513006,0,0
Toshiba,Ultrabook,Intel Core i7 6500U 2.5GHz,16.0,Intel HD Graphics 520,Windows 10,1.36,100006.56,1,0,165.6321180513006,512,0
Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.56,43636.32,0,0,141.21199808219862,0,1000
Lenovo,Notebook,AMD A9-Series 9420 2.9GHz,4.0,AMD Radeon 530,Windows 10,2.2,21258.72,0,0,141.21199808219862,256,0
Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,8.0,AMD Radeon R7,Windows 10,2.2,22857.12,0,0,100.45466986113651,0,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows 10,2.1,33110.856,0,0,141.21199808219862,0,2000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,1.9,23976.0,0,0,100.45466986113651,0,500
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.18,42357.6,0,0,141.21199808219862,256,0
Acer,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,1.0,Intel UHD Graphics 620,Windows 10,1.6,53226.72,1,1,165.6321180513006,256,0
Lenovo,Workstation,Intel Core i7 6500U 2.5GHz,16.0,Nvidia Quadro M520M,Windows 7,2.18,98834.4,0,0,141.21199808219862,512,0
Lenovo,Notebook,Intel Core i5 6300HQ 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,1.8,63456.48,0,0,141.21199808219862,256,0
HP,Notebook,AMD A10-Series 9620P 2.5GHz,6.0,AMD Radeon 530,Windows 10,2.71,34898.9328,0,1,157.3505121487356,0,2000
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,66546.72,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia GeForce 930MX,Linux,1.64,58021.92,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Linux,1.98,38681.28,0,0,141.21199808219862,0,1000
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.5,15877.44,0,0,141.21199808219862,0,0
Dell,Notebook,Intel Core i5 7300U 2.6GHz,16.0,Intel HD Graphics 620,Windows 10,1.93,76012.4448,0,0,141.21199808219862,512,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 920MX,Windows 10,1.87,45664.6896,0,1,157.3505121487356,256,0
Dell,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,1.9,62817.12,0,0,141.21199808219862,256,0
Lenovo,Notebook,AMD A6-Series 7310 2GHz,4.0,AMD Radeon R4,Windows 10,2.19,15877.44,0,0,100.45466986113651,0,500
Mediacom,Notebook,Intel Atom Z8350 1.92GHz,4.0,Intel HD Graphics 400,Windows 10,1.4,14119.2,0,1,161.72539083525606,0,32
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 930MX,Windows 10,2.63,63936.0,0,0,141.21199808219862,256,0
Lenovo,Ultrabook,Intel Core i7 6500U 2.5GHz,64.0,Intel HD Graphics 520,Windows 10,1.17,89864.1792,0,1,209.8006828649808,512,0
HP,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.58,44574.048,1,1,135.0942111925629,256,0
Lenovo,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.32,79866.72,0,1,157.3505121487356,256,0
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1070,Windows 10,4.36,194972.832,0,0,282.42399616439724,1000,1000
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71847.0144,0,0,141.21199808219862,128,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,No OS,1.9,26101.872,0,0,100.45466986113651,0,1000
Dell,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,1.71,34578.72,1,0,165.6321180513006,0,1000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R7 M445,Linux,2.32,31409.6256,0,0,100.45466986113651,0,1000
HP,Notebook,AMD A9-Series 9420 3GHz,4.0,AMD Radeon 520,Windows 10,2.1,26053.92,0,0,141.21199808219862,0,1000
Acer,Gaming,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,4.2,103096.8,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,12.0,Intel HD Graphics 620,Windows 10,2.25,34578.72,0,0,100.45466986113651,0,1000
HP,Notebook,AMD A9-Series A9-9420 3GHz,6.0,AMD Radeon 520,Windows 10,2.1,34632.0,0,0,141.21199808219862,128,1000
